title	year	director	cast	genre	notes
Psycho Beach Party	2000	Robert Lee King	"Thomas Gibson, Lauren Ambrose, Charles Busch"	Comedy	based on Psycho Beach Party by Charles Busch
 Quills	2000	Philip Kaufman	"Geoffrey Rush, Kate Winslet, Joaquin Phoenix, Michael Caine"	"Drama, Biography"	based on Quills by Doug Wright
 Ready to Rumble	2000	Brian Robbins	"David Arquette, Oliver Platt, Scott Caan"	Comedy	
Reckless Indifference	2000	William Gazecki	underage murder	Documentary	Satellite Award for Best Documentary Film
Red Planet	2000	Antony Hoffman	"Val Kilmer, Carrie-Anne Moss, Tom Sizemore"	Science fiction	
Reindeer Games	2000	John Frankenheimer	"Ben Affleck, Gary Sinise, Charlize Theron"	Crime drama	
Remember the Titans	2000	Boaz Yakin	"Denzel Washington, Will Patton"	Drama	
The Replacements	2000	Howard Deutch	"Keanu Reeves, Gene Hackman, Brooke Langton"	Comedy	
Requiem for a Dream	2000	Darren Aronofsky	"Ellen Burstyn, Jared Leto, Jennifer Connelly, Marlon Wayans"	Drama	"based on Requiem for a Dream by Hubert Selby, Jr."
Return to Me	2000	Bonnie Hunt	"Minnie Driver, David Duchovny, Carroll O'Connor"	Romance	
The Road to El Dorado	2000	"Bibo Bergeron, Will Finn"	"Kevin Kline, Kenneth Branagh, Rosie Perez"	Animation	
Road Trip	2000	Todd Phillips	"Breckin Meyer, Seann William Scott, Tom Green, DJ Qualls, Amy Smart"	Comedy	
Romeo Must Die	2000	Andrzej Bartkowiak	"Jet Li, Aaliyah, Delroy Lindo"	Action	based on play by William Shakespeare
Rugrats in Paris: The Movie	2000	"Stig Berggvist, Paul Demeyer"	"Elizabeth Daily, Tara Strong, Cheryl Chase"	Animation	preceded by The Rugrats Movie
Rules of Engagement	2000	William Friedkin	"Tommy Lee Jones, Samuel L. Jackson, Guy Pearce"	War	
 The Scarecrow	2000	Richard Rich	"Shawn Hoffman, Belinda Montgomery, Ray Porter, Corey Feldman"	"Animation, Fantasy"	Warner Bros. Family Entertainment
Scary Movie	2000	Keenen Ivory Wayans	"Marlon Wayans, Anna Faris, Carmen Electra"	Comedy	
Scottsboro: An American Tragedy	2000	"Daniel Anker, Barak Goodman"	the Scottsboro Boys case	Documentary	
Scream 3	2000	Wes Craven	"David Arquette, Neve Campbell, Courteney Cox, Patrick Dempsey, Scott Foley, Emily Mortimer"	Horror	preceded by Scream 2
Screwed	2000	Scott Alexander and Larry Karaszewski	"Norm Macdonald, Dave Chappelle, Danny DeVito"	Comedy	
Seventeen Again	2000	Jeffrey W. Byrd	"Tamera Mowry, Tia Mowry, Maia Campbell"	Comedy	
Sexy Beast	2000	Jonathan Glazer	"Ray Winstone, Ben Kingsley, Ian McShane, Amanda Redman, James Fox"	Crime drama	
Shadow of the Vampire	2000	E. Elias Merhige	"John Malkovich, Willem Dafoe"	Drama	
Shaft	2000	John Singleton	"Samuel L. Jackson, Vanessa Williams, Jeffrey Wright, Richard Roundtree, Christian Bale"	Action	preceded by Shaft
Shanghai Noon	2000	Tom Dey	"Jackie Chan, Owen Wilson, Lucy Liu"	Comedy	
Shriek If You Know What I Did Last Friday the Thirteenth	2000	John Blanchard	"Tiffani-Amber Thiessen, Tom Arnold, Majandra Delfino"	Comedy	
The Skulls	2000	Rob Cohen	"Joshua Jackson, Paul Walker"	Thriller	
Small Time Crooks	2000	Woody Allen	"Woody Allen, Hugh Grant, Tracey Ullman"	Comedy	
The Smokers	2000	Kat Slater	"Dominique Swain, Busy Philipps, Keri Lynn Pratt, Nicholas M. Loeb, Oliver Hudson"	Drama	
Snatch	2000	Guy Ritchie	"Benicio del Toro, Jason Statham, Brad Pitt, Stephen Graham, Dennis Farina"	Crime	
Snow Day	2000	Chris Koch	"Chevy Chase, Chris Elliott, Mark Webber"	Comedy	
Songcatcher	2000	Maggie Greenwald	"Janet McTeer, Aidan Quinn"	Drama	
Sound and Fury	2000	Josh Aronson	"conflict between cochlear implants, deaf identity"	Documentary	
Space Cowboys	2000	Clint Eastwood	"Clint Eastwood, Tommy Lee Jones, Donald Sutherland, James Garner, Marcia Gay Harden, James Cromwell, Loren Dean, Courtney B. Vance, William Devane"	Drama	
The Specials	2000	Craig Mazin	"Thomas Haden Church, Rob Lowe, Jamie Kennedy"	Comedy	
Steal This Movie!	2000	Robert Greenwald	"Vincent D'Onofrio, Janeane Garofalo"	Biography	based on To America with Love by Anita & Abbie Hoffman and on Abbie Hoffman: American Rebel
Supernova	2000	Walter Hill	"James Spader, Angela Bassett"	Science fiction	
 The Tao of Steve	2000	Jenniphr Goodman	Donal Logue	Comedy	
Terror Tract	2000	Lance W. Dreesen	"John Ritter, David DeLuise, Allison Smith"	"Comedy, horror"	
Things You Can Tell Just by Looking at Her	2000	Rodrigo Garc?a	"Glenn Close, Cameron Diaz, Calista Flockhart, Kathy Baker, Amy Brenneman"	Romance	
Thirteen Days	2000	Roger Donaldson	"Kevin Costner, Bruce Greenwood, Dylan Baker, Steven Culp, Len Cariou, Kevin Conway"	Drama	based on The Kennedy Tapes: Inside the White House During the Cuban Missile Crisis by Ernest May and Philip Zelikow
Thomas & the Magic Railroad	2000	Britt Allcroft	"Alec Baldwin, Peter Fonda, Mara Wilson"	Family	
Tigerland	2000	Joel Schumacher	"Colin Farrell, Matthew Davis, Clifton Collins, Jr."	War	
The Tigger Movie	2000	Jun Falkenstein	"Jim Cummings, Nikita Hopkins, John Fiedler"	Animation	
Timecode	2000	Mike Figgis	"Salma Hayek, Stellan Skarsg?rd, Holly Hunter"	Drama	
Titan A.E.	2000	"Don Bluth, Gary Goldman"	"Matt Damon, Nathan Lane"	Animation	
Traffic	2000	Steven Soderbergh	"Michael Douglas, Don Cheadle, Benicio del Toro, Dennis Quaid, Catherine Zeta-Jones"	Crime drama	based on Traffik; winner of Satellite Award for Best Film ? Drama; Oscar for del Toro
Tripfall	2000	Serge Rodnunsky	"Eric Roberts, John Ritter, Rachel Hunter"	Thriller	
Turn It Up	2000	Robert Adetuyi	"Pras, Ja Rule"	Musical	
 U-571	2000	Jonathan Mostow	"Matthew McConaughey, Harvey Keitel, Jon Bon Jovi"	Action	
Unbreakable	2000	M. Night Shyamalan	"Bruce Willis, Samuel L. Jackson, Robin Wright Penn"	Thriller	
Under Suspicion	2000	Stephen Hopkins	"Gene Hackman, Morgan Freeman, Monica Bellucci"	Crime drama	based on Garde ? vue and Brainwashed
Up at the Villa	2000	Philip Haas	"Kristin Scott Thomas, Sean Penn"	Drama	based on story by W. Somerset Maugham
Urban Legends: Final Cut	2000	John Ottman	"Jennifer Morrison, Matthew Davis, Hart Bochner,"	Horror	preceded by Urban Legend
 Vertical Limit	2000	Martin Campbell	"Chris O'Donnell, Bill Paxton, Robin Tunney"	Thriller	
The Visit	2000	Jordan Walker-Pearlman	"Hill Harper, Billy Dee Williams, Rae Dawn Chong"	Drama	
 Waking the Dead	2000	Keith Gordon	"Jennifer Connelly, Billy Crudup"	Drama	based on Waking the Dead by Scott Spencer
The Watcher	2000	Joe Charbanic	"James Spader, Keanu Reeves, Marisa Tomei"	Thriller	
The Way of the Gun	2000	Christopher McQuarrie	"Benicio del Toro, Ryan Phillippe"	Crime drama	
What Lies Beneath	2000	Robert Zemeckis	"Harrison Ford, Michelle Pfeiffer, Joe Morton"	Thriller	
What Planet Are You From?	2000	Mike Nichols	"Garry Shandling, Annette Bening, John Goodman, Greg Kinnear, Linda Fiorentino"	"Comedy, sci-fi"	
What Women Want	2000	Nancy Meyers	"Mel Gibson, Helen Hunt, Marisa Tomei, Alan Alda"	Comedy	
Whatever It Takes	2000	David Raynr	"Shane West, Marla Sokoloff, Jodi Lyn O'Keefe, James Franco"	Comedy	based on Cyrano de Bergerac by Edmond Rostand
Where the Heart Is	2000	Matt Williams	"Natalie Portman, Ashley Judd, Stockard Channing, Joan Cusack, Keith David, Sally Field"	"Comedy, drama"	based on novel by Billie Letts
Where the Money Is	2000	Marek Kanievska	"Paul Newman, Linda Fiorentino, Dermot Mulroney, Susan Barnes"	"Comedy, crime"	
Whipped	2000	Peter Cohen	"Amanda Peet, Callie Thorne, Brian Van Holt"	Comedy	
The Whole Nine Yards	2000	Jonathan Lynn	"Bruce Willis, Matthew Perry, Rosanna Arquette, Natasha Henstridge, Michael Clarke Duncan, Amanda Peet, Kevin Pollak"	"Comedy, crime"	
Woman on Top	2000	Fina Torres	Pen?lope Cruz	Comedy	
Wonder Boys	2000	Curtis Hanson	"Michael Douglas, Tobey Maguire, Frances McDormand, Katie Holmes, Robert Downey, Jr."	"Comedy, drama"	based on novel by Michael Chabon; Academy Award for Best Song to Bob Dylan
 X-Men	2000	Bryan Singer	"Hugh Jackman, Patrick Stewart, Ian McKellen"	"Action, sci-fi"	based on the X-Men
 The Yards	2000	James Gray	"Mark Wahlberg, Charlize Theron, Joaquin Phoenix, James Caan, Ellen Burstyn, Faye Dunaway"	Crime drama	
You Can Count on Me	2000	Kenneth Lonergan	"Laura Linney, Mark Ruffalo, Matthew Broderick"	Drama	won Grand Jury Prize: Dramatic
 15 Minutes	2001	John Herzfeld	"Robert De Niro, Edward Burns, Kelsey Grammer"	"Action, Crime"	
3 A.M.	2001	Lee Davis	"Danny Glover, Pam Grier, Sarita Choudhury"	Crime drama	
3000 Miles to Graceland	2001	Demian Lichtenstein	"Kurt Russell, Kevin Costner, Courteney Cox, Christian Slater, David Arquette, Kevin Pollak, Howie Long, Ice-T"	"Action, Crime"	5 Razzie nominations
 A.I. Artificial Intelligence	2001	Steven Spielberg	"Jude Law, Haley Joel Osment, William Hurt, Frances O'Connor, Sam Robards"	Science fiction	based on Super-Toys Last All Summer Long by Brian Aldiss
The Affair of the Necklace	2001	Charles Shyer	"Hilary Swank, Jonathan Pryce, Adrien Brody"	Drama	
Ali	2001	Michael Mann	"Will Smith, Jamie Foxx, Jon Voight, Mario Van Peebles, Jeffrey Wright, Ron Silver"	"Drama, Biography"	bio of Muhammad Ali
All Over the Guy	2001	Julie Davis	"Sasha Alexander, Dan Bucatinsky, Adam Goldberg"	Comedy	
Along Came a Spider	2001	Lee Tamahori	"Morgan Freeman, Monica Potter, Dylan Baker"	"Crime, thriller"	based on Along Came a Spider by James Patterson
The Amati Girls	2001	Anne De Salvo	"Cloris Leachman, Mercedes Ruehl, Sean Young"	Drama	
America's Sweethearts	2001	Joe Roth	"Julia Roberts, Catherine Zeta-Jones, John Cusack, Billy Crystal"	Comedy	
The American Astronaut	2001	Cory McAbee	"Cory McAbee, Rocco Sisto"	Musical	
American Outlaws	2001	Les Mayfield	"Colin Farrell, Scott Caan, Ali Larter"	Western	
American Pie 2	2001	James Rogers	"Jason Biggs, Shannon Elizabeth, Chris Klein, Alyson Hannigan, Seann William Scott, Tara Reid, Eugene Levy"	Comedy	preceded by American Pie
An American Rhapsody	2001	?va G?rdos	"Scarlett Johansson, Nastassja Kinski, Tony Goldwyn"	Drama	
Amy's Orgasm	2001	Julie Davis	"Julie Davis, Nick Chinlund, Jeff Cesario"	Comedy	
Angel Eyes	2001	Luis Mandoki	"Jennifer Lopez, James Caviezel, Jeremy Sisto"	Romance	
The Animal	2001	Luke Greenfield	"Rob Schneider, Colleen Haskell, John C. McGinley, Edward Asner"	Comedy	
The Anniversary Party	2001	"Alan Cumming, Jennifer Jason Leigh"	"Alan Cumming, Jennifer Jason Leigh, Kevin Kline"	"Comedy, Drama"	
Antitrust	2001	Peter Howitt	"Ryan Phillippe, Rachael Leigh Cook, Claire Forlani, Tim Robbins"	Crime drama	
Atlantis: The Lost Empire	2001	"Gary Trousdale, Kirk Wise"	"Michael J. Fox, Cree Summer, James Garner"	Animation	
 Baby Boy	2001	John Singleton	"Tyrese Gibson, Snoop Dogg, Ving Rhames"	Crime drama	
Bandits	2001	Barry Levinson	"Bruce Willis, Cate Blanchett, Billy Bob Thornton"	"Crime, Comedy"	
Bartleby	2001	Jonathan Parker	"David Paymer, Crispin Glover, Glenne Headly"	"Comedy, Drama"	"based on Bartleby, the Scrivener by Herman Melville"
A Beautiful Mind	2001	Ron Howard	"Russell Crowe, Jennifer Connelly, Ed Harris"	"Biography, Drama"	"bio of John Forbes Nash, Jr., winner of Academy Award, Golden Globe"
Behind Enemy Lines	2001	John Moore	"Gene Hackman, Owen Wilson, David Keith"	War	
The Believer	2001	Henry Bean	"Ryan Gosling, Billy Zane, Theresa Russell"	Drama	winner of the Grand Jury Prize: Dramatic
Big Bad Love	2001	Arliss Howard	"Arliss Howard, Debra Winger, Paul Le Mat"	Drama	
Black Hawk Down	2001	Ridley Scott	"Josh Hartnett, Ewan McGregor, Tom Hardy"	War	based on Black Hawk Down by Mark Bowden
Black Knight	2001	Gil Junger	Martin Lawrence	Comedy	
Blow	2001	Ted Demme	"Johnny Depp, Pen?lope Cruz"	"Biography, Drama"	based on Blow by Bruce Porter
Bones	2001	Ernest R. Dickerson	"Snoop Dogg, Pam Grier, Michael T. Weiss"	Horror	
Boom: The Sound of Eviction	2001	Francine Cavanaugh	Willie Brown	Documentary	
A Boy Named Sue	2001	Julie Wyman		Documentary	
The Brothers	2001	Gary Hardwick	"Morris Chestnut, D. L. Hughley, Bill Bellamy, Shemar Moore"	Comedy	
Bubble Boy	2001	Blair Hayes	Jake Gyllenhaal	Comedy	
Buffalo Soldiers	2001	Gregor Jordan	"Joaquin Phoenix, Ed Harris, Anna Paquin"	"War, Comedy"	based on Buffalo Soldiers by Robert O'Connor
Bully	2001	Larry Clark	"Brad Renfro, Rachel Miner, Bijou Phillips"	Crime drama	based on Bully: A True Story of High School Revenge by Jim Schutze
The Business of Strangers	2001	Patrick Stettner	"Julia Stiles, Stockard Channing, Marcus Giamatti"	Thriller	
 Captain Corelli's Mandolin	2001	John Madden	"Nicolas Cage, Pen?lope Cruz"	Romance	based on Captain Corelli's Mandolin by Louis de Berni?res
The Cat's Meow	2001	Peter Bogdanovich	"Kirsten Dunst, Edward Herrmann, Eddie Izzard, Cary Elwes, Joanna Lumley, Jennifer Tilly"	Drama	based on The Cat's Meow by Steven Peros
Cats & Dogs	2001	Lawrence Guterman	"Jeff Goldblum, Elizabeth Perkins, Tobey Maguire, Sean Hayes, Alec Baldwin, Alexander Pollock"	Comedy	
The Caveman's Valentine	2001	Kasi Lemmons	"Samuel L. Jackson, Colm Feore, Ann Magnuson"	Crime drama	based on The Caveman's Valentine by George Dawes Green
The Center of the World	2001	Wayne Wang	"Peter Sarsgaard, Molly Parker"	Drama	
Corky Romano	2001	Rob Pritts	"Chris Kattan, Peter Falk, Fred Ward"	Comedy	
CQ	2001	Roman Coppola	"Jeremy Davies, Angela Lindvall"	Science fiction	
Crazy/Beautiful	2001	John Stockwell	"Kirsten Dunst, Jay Hernandez, Bruce Davison"	Romance	
Crocodile Dundee in Los Angeles	2001	Simon Wincer	"Paul Hogan, Linda Kozlowski, Jere Burns, Paul Rodriguez"	Adventure	"preceded by ""Crocodile"" Dundee II"
The Curse of the Jade Scorpion	2001	Woody Allen	"Woody Allen, Elizabeth Berkley, Helen Hunt, Dan Aykroyd"	Comedy	
 The Deep End	2001	"Scott McGehee, David Siegel"	"Tilda Swinton, Goran Vi?njic, Jonathan Tucker"	Drama	based on The Blank Wall by Elisabeth Sanxay Holding
Delivering Milo	2001	Nick Castle	"Anton Yelchin, Albert Finney, Bridget Fonda"	Comedy	
Den	2001	Greg Arce	"Greg Arce, Stephanie Rettig, Lee Schall, Dana J. Ryan"	Thriller	IMDb
Dogtown and Z-Boys	2001	Stacy Peralta	the history of skateboarding	Documentary	
Domestic Disturbance	2001	Harold Becker	"John Travolta, Vince Vaughn, Teri Polo"	Thriller	
Don't Say a Word	2001	Gary Fleder	"Michael Douglas, Sean Bean, Brittany Murphy"	Thriller	based on Don't Say a Word by Andrew Klavan
Donnie Darko	2001	Richard Kelly	"Jake Gyllenhaal, Jena Malone, Drew Barrymore, Mary McDonnell, Katharine Ross, Patrick Swayze, Noah Wyle"	Science fiction	
Double Take	2001	George Gallo	"Eddie Griffin, Orlando Jones"	Comedy	
Down to Earth	2001	"Chris Weitz, Paul Weitz"	Chris Rock	Comedy	based on Heaven Can Wait
Dr. Dolittle 2	2001	Steve Carr	"Eddie Murphy, Raven-Symon?, Kevin Pollak"	Comedy	preceded by Dr. Dolittle
Driven	2001	Renny Harlin	"Sylvester Stallone, Burt Reynolds, Kip Pardue, Til Schweiger, Gina Gershon, Estella Warren"	Action	7 Razzie nominations
Dumb Luck	2001	Craig Clyde	"Scott Baio, Tracy Nelson, Hal Linden"	Comedy	
 Earth vs. the Spider	2001	Scott Ziehl	"Dan Aykroyd, Devon Gummersall, Amelia Heinle"	Horror	TV film
Elvira's Haunted Hills	2001	Sam Irvin	"Cassandra Peterson, Richard O'Brien, Mary Scheer"	Horror	"preceded by Elvira, Mistress of the Dark"
Enemy at the Gates	2001	Jean-Jacques Annaud	"Jude Law, Ed Harris, Rachel Weisz, Joseph Fiennes, Bob Hoskins"	War	based on Enemy at the Gates: The Battle for Stalingrad by William Craig
Escape from Hell	2001	Danny Carrales	"Daniel Kruse, Emilie Jo Tisdale, Terry Jernigan"	Horror	
Evolution	2001	Ivan Reitman	"David Duchovny, Orlando Jones, Seann William Scott, Julianne Moore"	Science fiction	
Exit Wounds	2001	Andrzej Bartkowiak	"Steven Seagal, DMX, Anthony Anderson"	Action	based on Exit Wounds by John Westermann
 The Fast and the Furious	2001	Rob Cohen	"Paul Walker, Vin Diesel, Michelle Rodriguez, Jordana Brewster"	Action	
Festival in Cannes	2001	Henry Jaglom	"Anouk Aim?e, Greta Scacchi, Maximilian Schell, Ron Silver"	Comedy	
Final Fantasy: The Spirits Within	2001	Hironobu Sakaguchi	"Ming-Na, Alec Baldwin, James Woods, Donald Sutherland, Ving Rhames, Steve Buscemi, Peri Gilpin"	Fantasy	
Finder's Fee	2001	Jeff Probst	"Erik Palladino, James Earl Jones, Ryan Reynolds, Dash Mihok"	Thriller	
The Fluffer	2001	"Wash West, Richard Glatzer"	"Scott Gurney, Taylor Negron, Roxanne Day"	Comedy	
The Forsaken	2001	J. S. Cardone	"Kerr Smith, Brendan Fehr, Izabella Miko"	Horror	
Frailty	2001	Bill Paxton	"Bill Paxton, Powers Boothe, Matthew McConaughey"	Horror	
Freddy Got Fingered	2001	Tom Green	"Tom Green, Rip Torn, Harland Williams, Marisa Coughlan, Eddie Kaye Thomas, Julie Hagerty"	Comedy	Winner of 5 Razzie awards including Worst Picture
From Hell	2001	Albert and Allen Hughes	"Johnny Depp, Heather Graham, Ian Holm"	Crime drama	based on From Hell by Alan Moore
Full Frontal	2001	Kyle Schickner	"Kyle Schickner, Christopher May, Chi Chi LaRue"	Comedy	
 Get Over It	2001	Tommy O'Haver	"Kirsten Dunst, Ben Foster, Sisq?, Shane West, Colin Hanks, Martin Short, Carmen Electra"	Musical	based on A Midsummer Night's Dream by William Shakespeare
Ghost World	2001	Terry Zwigoff	"Thora Birch, Scarlett Johansson, Brad Renfro, Illeana Douglas, Steve Buscemi"	Drama	based on Ghost World by Daniel Clowes
Ghosts of Mars	2001	John Carpenter	"Ice Cube, Natasha Henstridge, Joanna Cassidy"	Science fiction	
The Glass House	2001	Daniel Sackheim	"Leelee Sobieski, Diane Lane, Stellan Skarsg?rd"	Thriller	
Glitter	2001	Vondie Curtis-Hall	"Mariah Carey, Max Beesley, Terrence Howard, Ann Magnuson"	Musical	6 Razzie nominations
God Didn't Give Me a Week's Notice	2001	Richard Daily	Margaret Holloway	Documentary	
Good Neighbor	2001	Todd Turner	"Billy Dee Williams, Danica McKellar, Tobin Bell"	Thriller	
Gosford Park	2001	Robert Altman	"Michael Gambon, Kristin Scott Thomas, Maggie Smith, Helen Mirren, Alan Bates, Bob Balaban, Clive Owen"	"Mystery, Comedy"	
The Grey Zone	2001	Tim Blake Nelson	"Harvey Keitel, Natasha Lyonne, David Arquette"	Drama	based on Auschwitz: A Doctor's Eyewitness Account by Mikl?s Nyiszli
 Hannibal	2001	Ridley Scott	"Anthony Hopkins, Julianne Moore, Gary Oldman, Giancarlo Giannini, Ray Liotta"	Thriller	"based on Hannibal by Thomas Harris, preceded by The Silence of the Lambs"
Hardball	2001	Brian Robbins	"Keanu Reeves, Diane Lane, John Hawkes"	Drama	based on Hardball: A Season in the Projects by Daniel Coyle
Harry Potter and the Sorcerer's Stone	2001	Chris Columbus	"Daniel Radcliffe, Rupert Grint, Emma Watson, Richard Harris, Maggie Smith, Robbie Coltrane"	Fantasy	based on Harry Potter and the Sorcerer's Stone by J. K. Rowling
Harvard Man	2001	James Toback	"Adrien Grenier, Sarah Michelle Gellar, Joey Lauren Adams"	Drama	
Head Over Heels	2001	Mark Waters	"Monica Potter, Freddie Prinze, Jr."	Romantic comedy	
Heartbreakers	2001	David Mirkin	"Sigourney Weaver, Jennifer Love Hewitt, Gene Hackman, Ray Liotta"	Comedy	
Hearts in Atlantis	2001	Scott Hicks	"Anthony Hopkins, Anton Yelchin, Hope Davis, David Morse"	Drama	based on Hearts in Atlantis by Stephen King
Hedwig and the Angry Inch	2001	John Cameron Mitchell	"John Cameron Mitchell, Miriam Shor, Stephen Trask, Theodore Liscinski, Rob Campbell"	Musical comedy	based on Hedwig and the Angry Inch
Heist	2001	David Mamet	"Gene Hackman, Danny DeVito, Delroy Lindo, Sam Rockwell, Rebecca Pidgeon, Ricky Jay"	Crime drama	
Herman U.S.A.	2001	Bill Semans	"Michael O'Keefe, Kevin Chamberlin"	Rom com	
How High	2001	Jesse Dylan	"Method Man, Redman"	Comedy	
How to Make a Monster	2001	George Huang	"Clea DuVall, Steven Culp"	Science fiction	
Human Nature	2001	Michel Gondry	"Patricia Arquette, Rhys Ifans, Tim Robbins, Miranda Otto"	Comedy	
 I Am Sam	2001	Jessie Nelson	"Sean Penn, Michelle Pfeiffer, Dakota Fanning"	Drama	
In the Bedroom	2001	Todd Field	"Tom Wilkinson, Sissy Spacek, Nick Stahl, Marisa Tomei"	Crime drama	"based on Killings by Andre Dubus, Satellite Award for Best Film ? Drama"
 Jay and Silent Bob Strike Back	2001	Kevin Smith	"Jason Mewes, Kevin Smith"	Comedy	preceded by Clerks
Jeepers Creepers	2001	Victor Salva	"Gina Philips, Justin Long, Jonathan Breck"	Horror	
Jimmy Neutron: Boy Genius	2001	John A. Davis	"Megan Cavanagh, Mark DeCarlo, Debi Derryberry"	Animation	
The Jimmy Show	2001	Frank Whaley	"Frank Whaley, Carla Gugino, Ethan Hawke"	Comedy	based on Veins and Thumbtacks by Jonathan Marc Sherman
Joe Dirt	2001	Dennie Gordon	"David Spade, Brittany Daniel, Adam Beach"	Comedy	
Joe Somebody	2001	John Pasquin	"Tim Allen, James Belushi, Julie Bowen"	Comedy	
Josie and the Pussycats	2001	"Harry Elfont, Deborah Kaplan"	"Rachael Leigh Cook, Tara Reid, Rosario Dawson"	Musical comedy	based on Josie and the Pussycats by Dan DeCarlo
